tid,attrName,label,ec-missing-value,ec-default-value,ec-top-value,ec-valid-number,ec-cardinality-vio,ec-lookup-attr,ec-valid-data-type,ec-unused-column,ec-pattern-value,ec-value-len,ec-value-len-Hampelx84,ec-value-len-evt,ec-value-len-1-5-IQR,ec-value-len-z-test,ec-value-len-trimmed-range,ec-value-len-winsorized-range
2365,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2372,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2392,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2401,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
242,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
252,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
256,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
268,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
275,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
278,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
279,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
314,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
335,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
336,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
342,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
36,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
374,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
388,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
392,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
413,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
416,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
454,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
476,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
481,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
498,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
509,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
522,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
529,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
544,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
547,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
586,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
59,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
607,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
609,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
625,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
660,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
682,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
687,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
718,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
728,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
732,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
739,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
744,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
754,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
796,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
797,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
801,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
85,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
854,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
856,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
87,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
878,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
887,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
896,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
900,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
924,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
937,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
945,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
953,brewery_id,0,-1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
978,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
980,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
986,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
99,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
995,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1288,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1591,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1691,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1932,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
2217,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2319,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
386,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
543,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1043,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1049,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1090,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
111,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1140,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
127,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1297,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1356,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1455,brewery_id,0,-1,-1,-1,0,1,0,0,0,0,0,1,0,1,0,0,0
1461,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
151,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1518,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1545,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1599,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1630,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1733,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1764,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1774,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1785,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1803,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1817,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1870,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
1901,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1942,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1951,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1976,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1988,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2005,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
2053,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
2056,brewery_id,0,-1,-1,-1,0,1,0,0,0,0,0,1,0,1,0,0,0
2062,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
2093,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2148,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2154,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2184,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2222,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2278,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2352,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2355,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2369,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2403,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2408,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
347,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
371,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
396,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
425,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
622,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
679,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
694,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
695,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
717,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
756,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
78,brewery_id,0,-1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
792,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
881,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
965,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
977,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
990,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1239,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
134,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1641,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
20,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
2270,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2286,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
500,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1032,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
106,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1063,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1098,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1152,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1159,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1166,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1179,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1212,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1219,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1240,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1258,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1263,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1267,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1271,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1280,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1296,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1313,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1338,brewery_id,0,-1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
1339,brewery_id,0,-1,-1,1,0,1,0,0,0,0,1,1,0,1,1,1,1
1351,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1370,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1378,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1381,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1385,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1386,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1396,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1442,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1454,brewery_id,0,-1,-1,-1,0,1,0,0,0,0,0,1,0,1,0,0,0
1492,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1505,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1507,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1511,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1513,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1556,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1578,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1580,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
1583,brewery_id,0,-1,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0
1602,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
162,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
163,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1671,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
168,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1713,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
172,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1739,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
174,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1740,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1741,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1748,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1754,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
177,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1782,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1801,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1821,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1829,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1838,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1845,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
186,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1880,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
1882,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1886,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1896,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1918,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1945,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1949,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1956,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1968,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1984,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
205,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
206,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
207,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2114,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2115,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
2164,brewery_id,0,-1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
2196,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2200,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2207,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2210,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2221,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2240,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2271,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2285,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2301,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2303,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2311,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2322,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2331,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2340,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2345,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
236,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2361,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2375,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
239,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2394,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2395,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
283,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
299,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
312,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
33,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
337,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
359,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
369,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
394,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
4,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
414,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
45,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
459,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
477,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
493,brewery_id,0,-1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
505,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
514,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
517,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
521,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
564,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
565,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
62,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
636,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
637,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
686,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
733,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
745,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
748,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
751,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
808,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
815,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
827,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
839,brewery_id,0,-1,-1,1,0,0,0,0,0,0,1,1,0,1,1,1,1
861,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
870,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
910,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
963,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
966,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
983,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
1059,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1148,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
121,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1587,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1905,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
2132,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2204,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2393,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
309,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
528,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
584,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
715,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
836,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
918,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,1,0,1,0,0,0
100,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
103,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1034,brewery_id,0,-1,-1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1041,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1074,brewery_id,0,-1,-1,-1,0,0,0,0,0,0,0,1,0,1,0,0,0
1078,brewery_id,0,-1,-1,-1,0,1,0,0,0,0,0,1,0,1,0,0,0
1099,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,brewery_id,0,-1,-1,1,0,0,0,0,0,0,0,1,0,1,0,0,0
